source_key,source_url,source_table,source_row,retrieved_at,Family,Name,Type,Designer,Guidance,Range,Speed,Warhead,Intr.,Status,Image,Ref.
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,12,2026-09-15T03:49:19Z,BrahMos,BrahMos Block I,Supersonic ship launched AshM/LAM,NPO Mashinostroyeniya DRDO,INS + Sat Nav Active radar homing,290 km (180 mi),Mach 3,Conventional or Nuclear Armour-piercing 300 kg,2007,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,13,2026-09-15T03:49:19Z,BrahMos,BrahMos Block I,Supersonic land launched AshM/LAM,NPO Mashinostroyeniya DRDO,INS + Sat Nav Active radar homing,290 km (180 mi),Mach 3,Conventional or Nuclear Armour-piercing 300 kg,2010,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,14,2026-09-15T03:49:19Z,BrahMos,BrahMos Block II,Supersonic land launched LAM,NPO Mashinostroyeniya DRDO,INS + Sat Nav Active radar homing,290 km (180 mi),Mach 3,Conventional or Nuclear Armour-piercing 300 kg,2012,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,15,2026-09-15T03:49:19Z,BrahMos,BrahMos Block III,Supersonic land launched LAM,NPO Mashinostroyeniya DRDO,INS + Sat Nav Active radar homing,290 km (180 mi),Mach 3,Conventional or Nuclear Armour-piercing 300 kg,2013,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,16,2026-09-15T03:49:19Z,BrahMos,Submarine launched BrahMos,Supersonic submarine launched AshM/LAM,NPO Mashinostroyeniya DRDO,INS + Sat Nav Active radar homing,290 km (180 mi),Mach 3,Conventional or Nuclear Armour-piercing 300 kg,2013,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,17,2026-09-15T03:49:19Z,BrahMos,BrahMos ER,Multi-platform multirole Supersonic CM,NPO Mashinostroyeniya DRDO,INS + Sat Nav Active radar homing,800 km (500 mi),Mach 3,Conventional or Nuclear Armour-piercing 300 kg,2022,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,18,2026-09-15T03:49:19Z,BrahMos,BrahMos NG,Multi-platform multirole Supersonic CM,NPO Mashinostroyeniya DRDO,INS + Sat Nav Active radar homing,290 km (180 mi),Mach 3,Conventional or Nuclear Armour-piercing 300 kg,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,19,2026-09-15T03:49:19Z,BrahMos,BrahMos-II,Hypersonic CM,NPO Mashinostroyeniya DRDO,INS + Sat Nav Active radar homing,"1,000 km (620 mi)",Mach 8,Conventional or Nuclear Armour-piercing 300 kg,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,20,2026-09-15T03:49:19Z,Kalibr,3M-54E Klub,Surface-to-surface cruise missile,NPO Novator,INS Active radar homing,300 km (190 mi),Mach 3,Conventional or Nuclear 500 kg,2009,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,21,2026-09-15T03:49:19Z,K missile family,K-15 (Sagarika),Short range SLBM,DRDO,Ring laser gyro INS Accelerometer,750 km (470 mi),Mach 7.5,Conventional or Nuclear,2018,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,22,2026-09-15T03:49:19Z,K missile family,K-4,Medium range SLBM,DRDO,Ring laser gyro INS Accelerometer,"3,500 km (2,200 mi)",Mach 7.5,Conventional or Nuclear,,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,23,2026-09-15T03:49:19Z,K missile family,K-5,Intermediate range SLBM,DRDO,Ring laser gyro INS Accelerometer,"5,000 km (3,100 mi)",Mach 7.5,Conventional or Nuclear,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,24,2026-09-15T03:49:19Z,K missile family,K-6,IC SLBM,DRDO,Ring laser gyro INS Accelerometer,"8,000 km (5,000 mi)",Mach 7.5,Conventional or Nuclear,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,25,2026-09-15T03:49:19Z,Nirbhay,Nirbhay LAM,Subsonic LAM,DRDO,Ring laser gyro INS + GPS/NavIC Active radar homing Imaging infrared,"1,500 km (930 mi)",Mach 0.9,Conventional or Nuclear Fragmentation,2019,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,26,2026-09-15T03:49:19Z,Nirbhay,LR-LACM,Subsonic LAM,DRDO,,"1,500 km (930 mi)",Mach 0.9,Conventional or Nuclear Fragmentation,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,27,2026-09-15T03:49:19Z,Nirbhay,SLCM,Subsonic SLCM,DRDO,,500 km (310 mi),Mach 0.8,Conventional or Nuclear Fragmentation,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,28,2026-09-15T03:49:19Z,Shaurya,Shaurya,Surface-to-surface MRBM,DRDO,Ring laser gyro INS Accelerometer,"1,900 km (1,200 mi)",Mach 7.5,Conventional or Nuclear,TBD,In deployment,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,29,2026-09-15T03:49:19Z,Prahaar,Prahaar,Surface-to-surface TBM,DRDO,Fibre-optic gyro INS GPS/NavIC Active radar homing,150 km (93 mi),Mach 4,Conventional or Nuclear High explosive Cluster munition,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,30,2026-09-15T03:49:19Z,Prahaar,Pragati,Surface-to-surface TBM,DRDO,Fibre-optic gyro INS GPS/NavIC Active radar homing,170 km (110 mi),Mach 4,Conventional or Nuclear High explosive Cluster munition,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,31,2026-09-15T03:49:19Z,Prahaar,Pranash,Surface-to-surface TBM,DRDO,Fibre-optic gyro INS GPS/NavIC Active radar homing,200 km (120 mi),Mach 4,Conventional or Nuclear High explosive Cluster munition,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,32,2026-09-15T03:49:19Z,Pralay,Pralay,Surface-to-surface SRBM,DRDO,Inertial navigation system,500 km (310 mi),Mach 6.1,Conventional High explosive Fragmentation,TBD,In service,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,33,2026-09-15T03:49:19Z,ET-LDHCM,ET-LDHCM,Hypersonic CM,DRDO,,">1,500 kilometres (930 mi)",>Mach 8,Conventional or Nuclear,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,34,2026-09-15T03:49:19Z,Dhvani,Dhvani,Hypersonic Glide Vehicle,DRDO,,"6,000 to 10,000 kilometers",>Mach 6,Conventional or Nuclear,TBD,In development,,
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,35,2026-09-15T03:49:19Z,Surya,Surya,Surface-to-surface ICBM,,,"16,000 km (9,900 mi)",Mach 27,Conventional or Nuclear MITRV,Unknown,Unconfirmed,,
